target_kw,mp_id,donor_mp_id,injected_daily_kwh,injected_peak_kw,night_noise_kwh_slot,recovered,donor_based
0.3,88975,129791,11.885517120361328,0.5996491312980652,0.0,0,True
0.3,65383,38247,2.029189348220825,1.8893609046936035,0.0104,0,True
0.3,65094,122261,1.9120571613311768,1.339406132698059,0.0104,0,True
0.3,135882,64501,1.2438876628875732,1.7798335552215576,0.0193,0,True
0.3,97995,94429,1.3206336498260498,1.336314082145691,0.0156,0,True
0.3,95325,39692,4.496411323547363,0.8269463777542114,0.0015,0,True
0.3,138049,38247,1.7274610996246338,1.8193387985229492,0.0148,0,True
0.3,117485,134329,5.185279369354248,0.5186911225318909,0.0089,0,True
0.3,50026,38247,1.8459270000457764,1.3251944780349731,0.0074,0,True
0.3,48314,38247,1.9458404779434204,1.8193387985229492,0.0,0,True
0.3,84941,38247,1.8182663917541504,1.8893609046936035,0.0119,0,True
0.3,131655,52540,12.552558898925781,1.6933269500732422,0.0,0,True
0.3,89232,64501,1.3190995454788208,1.767627239227295,0.0163,0,True
0.3,120032,39692,4.750802516937256,0.7704795002937317,0.0059,0,True
0.3,125015,80759,8.148600578308105,0.7197914123535156,0.0282,1,True
0.3,53146,80759,7.4795145988464355,0.7210493087768555,0.0059,1,True
0.3,27466,124154,8.425968170166016,0.4813147783279419,0.0074,0,True
0.3,93552,80759,8.524425506591797,0.7316640615463257,0.0148,0,True
0.3,63846,94429,1.326250672340393,1.3363139629364014,0.0163,0,True
0.3,59840,52540,14.271379470825195,1.6017202138900757,0.0148,0,True
0.3,126579,53638,75.2804946899414,3.9278688430786133,0.0089,0,True
0.3,42408,37255,1.738905429840088,1.0607967376708984,0.0133,0,True
0.3,48170,53638,78.54723358154297,4.568903923034668,0.0059,0,True
0.3,93932,38247,1.924940586090088,1.8193387985229492,0.0044,0,True
0.3,109607,53638,69.69676208496094,4.131030559539795,0.0119,0,True
0.3,111010,94429,1.2968409061431885,1.3231983184814453,0.0326,0,True
0.3,107740,53638,86.08819580078125,4.770395755767822,0.0133,1,True
0.3,125901,72042,1.8643829822540283,0.8894249200820923,0.0089,0,True
0.5,130585,135734,2.1293985843658447,1.2593002319335938,0.2135,0,True
