target_kw,mp_id,donor_mp_id,injected_daily_kwh,injected_peak_kw,night_noise_kwh_slot,recovered,donor_based
0.3,42140,128655,1.7572259902954102,0.33885714411735535,0.0074,1,True
0.3,109710,63027,3.725580930709839,0.3071593642234802,0.0044,0,True
0.3,137114,134329,3.954807758331299,0.317458838224411,0.0,1,True
0.3,43312,72042,1.750258207321167,0.30941128730773926,0.0104,1,True
0.3,40597,128655,1.6713708639144897,0.34379997849464417,0.0104,1,True
0.3,169014,72042,1.6390964984893799,0.30779826641082764,0.0104,1,True
0.3,144213,134329,4.634081840515137,0.31344518065452576,0.0044,1,True
0.3,91023,122261,2.283951759338379,0.3117145597934723,0.0148,1,True
0.3,121469,94429,1.1937742233276367,0.31212499737739563,0.0178,1,True
0.3,89263,72042,1.6168709993362427,0.30779826641082764,0.0208,1,True
0.3,51261,94429,1.1738871335983276,0.3121333122253418,0.0178,1,True
0.3,138369,122261,2.1310644149780273,0.3075218200683594,0.0282,1,True
0.3,135456,130287,1.0643547773361206,0.29733335971832275,0.003,1,True
0.3,163080,94429,1.1904032230377197,0.3100000023841858,0.003,1,True
0.3,150802,128655,1.6783225536346436,0.3361999988555908,0.0089,1,True
0.3,159000,122261,2.1494033336639404,0.3117145299911499,0.0133,1,True
0.3,95138,154455,6.634435176849365,0.33700451254844666,0.0074,1,True
0.3,46224,72042,1.687193512916565,0.30810898542404175,0.0089,1,True
0.3,160920,39692,3.9178709983825684,0.4045253396034241,0.0074,1,True
0.3,141596,72042,1.7775483131408691,0.3093794584274292,0.0133,1,True
0.3,160729,130287,1.0827418565750122,0.2990000247955322,0.0148,1,True
0.3,150334,154455,7.542774677276611,0.44216060638427734,0.0133,0,True
0.3,82945,94429,1.1936129331588745,0.31062501668930054,0.0119,1,True
0.3,142213,39692,3.7402749061584473,0.4032769799232483,0.0044,1,True
0.3,169809,46952,2.3123230934143066,0.3562443256378174,0.0104,1,True
0.3,87134,39692,3.778620719909668,0.3825948238372803,0.0074,1,True
